"name","essround","edition","proddate","idno","cntry","dweight","pspwght","pweight","anweight","trstplt","trstep","trstprt","trstprl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","happy","atchctr","atcherp"
"ESS8e02_3",8,"2.3","23.11.2023",2006,"BE",0.9993913,1.0071658,0.53169733,0.5355074,6,7,6,4,4,6,6,6,5,8,8,8,6,6
"ESS8e02_3",8,"2.3","23.11.2023",2007,"BE",1.0000823,1.1209072,0.53169733,0.5959834,3,0,2,3,4,7,1,3,4,8,8,7,8,3
"ESS8e02_3",8,"2.3","23.11.2023",2008,"BE",1.0005555,0.9938515,0.53169733,0.5284282,4,3,4,5,5,8,6,5,7,6,7,7,9,3
"ESS8e02_3",8,"2.3","23.11.2023",2009,"BE",1.0009978,0.9731167,0.53169733,0.51740354,5,7,5,5,3,8,5,5,8,9,9,8,6,0
"ESS8e02_3",8,"2.3","23.11.2023",2011,"BE",0.9999475,1.3337959,0.53169733,0.7091757,7,8,5,5,5,7,5,4,7,8,7,7,6,5
"ESS8e02_3",8,"2.3","23.11.2023",2012,"BE",1.0009978,0.9809718,0.53169733,0.5215801,4,6,2,7,4,9,7,4,4,7,9,10,7,10
"ESS8e02_3",8,"2.3","23.11.2023",2014,"BE",0.9999475,0.871232,0.53169733,0.4632317,6,6,6,6,2,6,5,6,6,6,6,6,6,6
"ESS8e02_3",8,"2.3","23.11.2023",2015,"BE",1.0009978,0.8701747,0.53169733,0.46266958,6,7,6,6,4,7,7,4,7,5,7,8,8,8
"ESS8e02_3",8,"2.3","23.11.2023",2016,"BE",1.000639,1.2379031,0.53169733,0.6581898,6,4,5,5,5,6,4,6,7,3,8,5,7,5
"ESS8e02_3",8,"2.3","23.11.2023",2017,"BE",1.0009978,1.0970219,0.53169733,0.58328366,5,6,5,6,3,6,6,5,7,9,8,7,8,7
"ESS8e02_3",8,"2.3","23.11.2023",2019,"BE",1.0005555,0.98845965,0.53169733,0.52556133,0,0,0,0,5,5,0,0,0,0,1,5,0,2
"ESS8e02_3",8,"2.3","23.11.2023",2020,"BE",1.0005555,1.0051029,0.53169733,0.53441054,4,5,3,6,4,7,3,5,6,7,8,8,9,6
"ESS8e02_3",8,"2.3","23.11.2023",2023,"BE",1.0005555,0.8887728,0.53169733,0.4725581,4,4,4,5,5,7,5,5,4,6,6,7,8,5
"ESS8e02_3",8,"2.3","23.11.2023",2026,"BE",1.0001198,0.8243606,0.53169733,0.43831033,5,5,4,4,7,8,6,5,7,7,8,8,9,7
"ESS8e02_3",8,"2.3","23.11.2023",2028,"BE",1.0003916,1.0049384,0.53169733,0.53432304,6,4,4,6,6,8,5,7,6,7,8,8,9,9
"ESS8e02_3",8,"2.3","23.11.2023",2030,"BE",0.9993794,0.9388363,0.53169733,0.49917674,7,7,7,7,3,8,6,6,6,8,8,8,5,5
"ESS8e02_3",8,"2.3","23.11.2023",2034,"BE",1.0007975,0.83614904,0.53169733,0.4445782,7,7,6,8,6,8,6,7,7,7,7,7,7,8
"ESS8e02_3",8,"2.3","23.11.2023",2035,"BE",1.0007975,0.7754982,0.53169733,0.41233033,7,7,7,7,5,9,7,7,7,7,7,9,8,6
"ESS8e02_3",8,"2.3","23.11.2023",2037,"BE",0.9993794,0.9388363,0.53169733,0.49917674,5,5,5,5,5,10,7,5,5,8,8,10,9,9
"ESS8e02_3",8,"2.3","23.11.2023",2041,"BE",1.0003842,0.9407057,0.53169733,0.5001707,5,5,5,5,8,9,2,5,7,6,7,9,2,1
"ESS8e02_3",8,"2.3","23.11.2023",2043,"BE",1.0003842,0.7759414,0.53169733,0.41256595,6,7,6,5,7,7,6,5,6,7,8,7,3,3
"ESS8e02_3",8,"2.3","23.11.2023",2044,"BE",1.0003842,0.9271588,0.53169733,0.49296784,4,5,3,5,6,8,7,6,7,7,8,8,9,3
"ESS8e02_3",8,"2.3","23.11.2023",2045,"BE",1.0122589,0.7843794,0.53169733,0.41705245,4,6,3,7,6,8,6,5,7,8,9,8,8,7
"ESS8e02_3",8,"2.3","23.11.2023",2048,"BE",1.0001904,0.76461905,0.53169733,0.4065459,5,4,5,7,5,7,6,6,6,6,8,8,7,5
"ESS8e02_3",8,"2.3","23.11.2023",2053,"BE",0.99401766,0.98735726,0.53169733,0.52497524,1,0,1,0,3,10,3,5,5,0,3,10,10,5
"ESS8e02_3",8,"2.3","23.11.2023",2057,"BE",1.000545,0.8887636,0.53169733,0.47255325,4,5,4,5,6,7,6,6,6,3,7,8,10,7
"ESS8e02_3",8,"2.3","23.11.2023",2059,"BE",1.0017498,0.8736616,0.53169733,0.46452352,2,2,2,3,2,9,3,0,1,7,5,8,0,0
"ESS8e02_3",8,"2.3","23.11.2023",2062,"BE",1.000545,1.1214253,0.53169733,0.5962588,3,3,3,2,4,7,5,3,3,3,6,7,7,5
"ESS8e02_3",8,"2.3","23.11.2023",2065,"BE",1.000545,1.2499858,0.53169733,0.66461414,0,0,0,0,0,0,0,0,0,5,5,3,10,3
"ESS8e02_3",8,"2.3","23.11.2023",2068,"BE",1.0001719,0.8364494,0.53169733,0.4447379,2,2,2,2,3,9,4,3,3,8,9,9,6,4
"ESS8e02_3",8,"2.3","23.11.2023",2069,"BE",1.0017498,1.3169577,0.53169733,0.7002229,3,6,5,3,6,9,5,2,7,8,8,10,10,6
"ESS8e02_3",8,"2.3","23.11.2023",2070,"BE",1.0017498,0.8728023,0.53169733,0.46406665,7,7,7,7,6,8,7,6,7,8,8,8,8,6
"ESS8e02_3",8,"2.3","23.11.2023",2073,"BE",1.000545,1.2962036,0.53169733,0.689188,2,2,2,7,5,7,4,4,5,7,6,8,2,5
"ESS8e02_3",8,"2.3","23.11.2023",2074,"BE",1.000545,0.8887636,0.53169733,0.47255325,8,7,6,5,7,9,5,6,6,7,8,9,9,0
"ESS8e02_3",8,"2.3","23.11.2023",2075,"BE",0.9993913,1.1641357,0.53169733,0.61896783,5,6,5,5,4,4,6,6,6,4,6,4,8,7
"ESS8e02_3",8,"2.3","23.11.2023",2078,"BE",1.000303,0.835736,0.53169733,0.4443586,3,5,3,2,3,8,4,4,4,6,7,8,3,1
"ESS8e02_3",8,"2.3","23.11.2023",2079,"BE",1.000303,0.8715417,0.53169733,0.4633964,5,5,5,3,1,8,7,5,6,9,10,8,6,6
"ESS8e02_3",8,"2.3","23.11.2023",2082,"BE",1.000303,0.93970364,0.53169733,0.49963793,4,4,5,3,5,9,6,5,5,7,8,9,7,7
"ESS8e02_3",8,"2.3","23.11.2023",2083,"BE",0.99643123,0.9360668,0.53169733,0.49770424,2,2,3,2,7,6,6,3,3,7,9,9,5,5
"ESS8e02_3",8,"2.3","23.11.2023",2084,"BE",0.99643123,0.8690232,0.53169733,0.46205732,3,8,5,7,4,9,8,2,3,8,9,10,7,5
"ESS8e02_3",8,"2.3","23.11.2023",2086,"BE",1.0003467,0.77591234,0.53169733,0.41255054,5,3,4,3,5,7,7,5,5,7,8,8,8,4
"ESS8e02_3",8,"2.3","23.11.2023",2087,"BE",1.0009978,0.9809718,0.53169733,0.5215801,5,5,5,5,7,8,6,8,7,8,9,8,10,10
"ESS8e02_3",8,"2.3","23.11.2023",2088,"BE",1.0001763,0.98808557,0.53169733,0.52536243,4,3,4,7,4,8,6,5,6,5,8,8,10,8
"ESS8e02_3",8,"2.3","23.11.2023",2091,"BE",0.9845164,1.2004181,0.53169733,0.6382591,6,7,5,8,2,6,5,5,6,7,7,6,8,7
"ESS8e02_3",8,"2.3","23.11.2023",2092,"BE",1.0006816,0.7754084,0.53169733,0.4122826,4,5,3,5,5,8,3,5,5,5,4,8,8,6
"ESS8e02_3",8,"2.3","23.11.2023",2095,"BE",1.0001853,0.871439,0.53169733,0.46334177,4,4,5,6,6,8,7,6,7,7,5,9,7,6
"ESS8e02_3",8,"2.3","23.11.2023",2096,"BE",1.0001853,0.76461524,0.53169733,0.40654388,5,8,5,5,2,8,6,5,7,8,8,8,7,9
"ESS8e02_3",8,"2.3","23.11.2023",2098,"BE",1.0006816,0.8360522,0.53169733,0.4445267,6,7,6,7,2,8,7,6,6,7,7,8,8,8
"ESS8e02_3",8,"2.3","23.11.2023",2099,"BE",1.0006816,0.8360522,0.53169733,0.4445267,3,4,6,7,7,7,6,7,7,9,9,8,6,9
"ESS8e02_3",8,"2.3","23.11.2023",2101,"BE",0.99643123,1.2314852,0.53169733,0.6547774,1,1,1,1,8,5,2,1,1,3,1,5,8,5
"ESS8e02_3",8,"2.3","23.11.2023",2102,"BE",0.99643123,0.8681678,0.53169733,0.4616025,5,7,5,7,3,8,7,4,6,7,9,9,6,7
"ESS8e02_3",8,"2.3","23.11.2023",2103,"BE",0.99643123,0.77287537,0.53169733,0.41093576,4,7,7,5,5,8,8,6,7,9,9,9,5,6
"ESS8e02_3",8,"2.3","23.11.2023",2106,"BE",1.0033748,0.8624773,0.53169733,0.4585769,1,1,4,3,5,7,5,4,4,6,7,7,4,0
"ESS8e02_3",8,"2.3","23.11.2023",2109,"BE",1.0008757,0.92761433,0.53169733,0.49321008,5,7,5,5,6,9,6,5,7,9,10,9,8,8
"ESS8e02_3",8,"2.3","23.11.2023",2110,"BE",1.0008757,0.9411678,0.53169733,0.5004164,7,6,7,7,6,7,6,7,7,7,6,7,7,7
"ESS8e02_3",8,"2.3","23.11.2023",2112,"BE",1.0008757,0.8728993,0.53169733,0.4641182,5,3,5,5,6,7,6,7,7,7,7,7,6,6
"ESS8e02_3",8,"2.3","23.11.2023",2113,"BE",1.000725,1.00851,0.53169733,0.5362221,3,1,1,2,7,9,4,7,7,5,3,8,7,2
"ESS8e02_3",8,"2.3","23.11.2023",2124,"BE",1.000725,0.99401957,0.53169733,0.52851754,6,7,6,6,5,8,5,5,5,8,8,8,8,8
"ESS8e02_3",8,"2.3","23.11.2023",2125,"BE",1.0009155,1.3350868,0.53169733,0.7098621,5,5,4,4,5,9,4,4,4,6,7,9,7,6
"ESS8e02_3",8,"2.3","23.11.2023",2126,"BE",1.000725,1.3153356,0.53169733,0.69936043,2,2,2,2,5,7,6,5,5,8,8,8,8,5
"ESS8e02_3",8,"2.3","23.11.2023",2127,"BE",1.000725,0.9886273,0.53169733,0.5256505,4,6,7,4,5,10,6,6,6,7,7,9,8,8
"ESS8e02_3",8,"2.3","23.11.2023",2130,"BE",1.0009978,0.8945966,0.53169733,0.4756546,0,0,0,0,5,8,5,5,6,6,7,8,8,7
"ESS8e02_3",8,"2.3","23.11.2023",2131,"BE",1.0033748,0.8624773,0.53169733,0.4585769,6,7,6,6,5,7,5,6,7,8,8,7,7,6
"ESS8e02_3",8,"2.3","23.11.2023",2132,"BE",1.0015324,0.940859,0.53169733,0.50025225,6,6,6,6,5,8,6,5,5,7,7,8,6,5
"ESS8e02_3",8,"2.3","23.11.2023",2133,"BE",1.0015324,0.82552505,0.53169733,0.43892947,2,2,2,2,7,8,5,5,5,7,9,8,6,5
"ESS8e02_3",8,"2.3","23.11.2023",2134,"BE",0.9996244,0.87180835,0.53169733,0.46353817,6,7,6,6,88,9,7,6,8,7,8,9,7,6
"ESS8e02_3",8,"2.3","23.11.2023",2135,"BE",1.000073,1.2372034,0.53169733,0.6578177,2,3,2,3,2,8,2,2,5,8,9,7,8,8
"ESS8e02_3",8,"2.3","23.11.2023",2136,"BE",1.0008339,0.92757547,0.53169733,0.4931894,5,5,5,6,7,9,8,5,7,7,9,9,8,7
"ESS8e02_3",8,"2.3","23.11.2023",2137,"BE",1.000073,0.8355439,0.53169733,0.44425645,2,2,2,2,5,7,9,6,6,8,8,6,3,2
"ESS8e02_3",8,"2.3","23.11.2023",2138,"BE",0.9845164,0.94682854,0.53169733,0.5034262,4,5,5,4,6,8,5,6,7,8,8,8,5,4
"ESS8e02_3",8,"2.3","23.11.2023",2139,"BE",1.0033748,0.8750786,0.53169733,0.46527696,6,9,7,6,6,5,7,8,9,8,9,6,1,6
"ESS8e02_3",8,"2.3","23.11.2023",2140,"BE",1.0033748,0.94351774,0.53169733,0.5016659,6,7,6,6,5,10,7,7,7,8,7,9,7,7
"ESS8e02_3",8,"2.3","23.11.2023",2141,"BE",1.0013014,1.124773,0.53169733,0.5980388,0,0,2,0,5,2,0,1,1,3,3,5,0,0
"ESS8e02_3",8,"2.3","23.11.2023",2148,"BE",1.000073,0.8713414,0.53169733,0.46328992,6,7,5,7,8,9,7,8,8,9,9,9,7,7
"ESS8e02_3",8,"2.3","23.11.2023",2150,"BE",1.0000149,0.87129074,0.53169733,0.46326298,5,7,5,3,5,8,7,5,7,7,8,10,8,6
"ESS8e02_3",8,"2.3","23.11.2023",2151,"BE",1.0000149,0.85958904,0.53169733,0.4570412,3,3,3,4,3,8,5,3,5,7,7,8,8,7
"ESS8e02_3",8,"2.3","23.11.2023",2152,"BE",1.0000149,1.3146766,0.53169733,0.6990101,3,3,3,2,6,7,2,3,3,3,7,7,8,3
"ESS8e02_3",8,"2.3","23.11.2023",2153,"BE",1.000073,1.3147526,0.53169733,0.6990504,7,8,7,7,5,8,7,7,7,6,7,7,8,4
"ESS8e02_3",8,"2.3","23.11.2023",2154,"BE",1.0004036,1.3149135,0.53169733,0.699136,3,6,3,6,3,8,7,6,7,8,9,9,9,6
"ESS8e02_3",8,"2.3","23.11.2023",2155,"BE",1.0001853,0.92697424,0.53169733,0.49286973,6,6,4,5,7,5,6,5,4,7,5,5,6,6
"ESS8e02_3",8,"2.3","23.11.2023",2156,"BE",1.0000149,0.7756551,0.53169733,0.41241375,6,7,6,8,2,7,6,2,7,8,8,8,6,7
"ESS8e02_3",8,"2.3","23.11.2023",2158,"BE",0.9845164,1.311921,0.53169733,0.6975449,4,5,4,4,6,4,4,5,5,8,4,4,1,6
"ESS8e02_3",8,"2.3","23.11.2023",2159,"BE",0.9983673,0.7275379,0.53169733,0.38682994,0,0,0,0,0,2,1,0,2,5,2,5,8,0
"ESS8e02_3",8,"2.3","23.11.2023",2160,"BE",1.0001904,0.8597399,0.53169733,0.4571214,2,4,2,2,0,5,6,5,5,7,8,6,7,7
"ESS8e02_3",8,"2.3","23.11.2023",2161,"BE",0.9983673,0.8678882,0.53169733,0.46145386,4,5,4,7,6,7,4,5,6,6,7,7,8,8
"ESS8e02_3",8,"2.3","23.11.2023",2164,"BE",0.9983673,0.7148669,0.53169733,0.3800928,6,8,5,6,5,9,4,6,6,8,9,8,9,9
"ESS8e02_3",8,"2.3","23.11.2023",2165,"BE",1.000073,0.85963887,0.53169733,0.4570677,5,8,6,5,7,6,6,6,7,7,7,8,6,6
"ESS8e02_3",8,"2.3","23.11.2023",2166,"BE",1.000073,0.83636665,0.53169733,0.44469392,6,7,6,7,5,8,7,2,3,2,6,7,4,1
"ESS8e02_3",8,"2.3","23.11.2023",2167,"BE",1.0003916,1.1822882,0.53169733,0.6286195,2,5,4,3,5,4,3,0,8,6,7,9,7,3
"ESS8e02_3",8,"2.3","23.11.2023",2168,"BE",1.0003842,0.87161237,0.53169733,0.46343398,3,3,2,3,4,7,7,5,6,4,7,7,5,3
"ESS8e02_3",8,"2.3","23.11.2023",2170,"BE",1.0000149,1.2193152,0.53169733,0.6483066,3,3,3,3,5,8,6,5,5,7,1,7,7,7
"ESS8e02_3",8,"2.3","23.11.2023",2171,"BE",1.0000149,0.93943334,0.53169733,0.4994942,6,7,6,7,6,8,5,5,6,7,7,8,8,7
"ESS8e02_3",8,"2.3","23.11.2023",2172,"BE",1.0000149,0.83631796,0.53169733,0.44466802,3,3,3,3,6,8,7,3,6,6,8,8,8,6
"ESS8e02_3",8,"2.3","23.11.2023",2173,"BE",0.9845164,0.76288235,0.53169733,0.4056225,10,10,10,10,3,8,8,7,8,8,10,7,10,10
"ESS8e02_3",8,"2.3","23.11.2023",2175,"BE",1.0001853,0.83563733,0.53169733,0.44430614,5,3,5,7,6,8,8,6,7,8,8,9,7,5
"ESS8e02_3",8,"2.3","23.11.2023",2177,"BE",0.99401766,0.9963165,0.53169733,0.52973884,1,3,1,4,5,4,3,3,4,7,8,6,7,7
"ESS8e02_3",8,"2.3","23.11.2023",2178,"BE",1.0000669,0.9268647,0.53169733,0.49281147,5,4,7,5,5,9,8,8,8,4,8,8,7,7
"ESS8e02_3",8,"2.3","23.11.2023",2179,"BE",1.0008339,1.2203135,0.53169733,0.64883745,7,7,6,7,6,6,6,6,6,7,7,8,7,7
"ESS8e02_3",8,"2.3","23.11.2023",2180,"BE",1.0008339,1.2203135,0.53169733,0.64883745,5,5,5,5,5,8,3,7,7,9,9,8,6,8
"ESS8e02_3",8,"2.3","23.11.2023",2183,"BE",1.0008339,0.9402024,0.53169733,0.4999031,0,0,0,0,1,8,1,1,3,8,9,8,6,7
"ESS8e02_3",8,"2.3","23.11.2023",2184,"BE",1.0008339,0.8361795,0.53169733,0.4445944,5,5,5,5,5,7,5,5,5,7,7,7,7,7
"ESS8e02_3",8,"2.3","23.11.2023",2185,"BE",1.0003842,0.8599066,0.53169733,0.45721006,6,3,4,6,5,9,7,4,6,7,8,9,7,4
"ESS8e02_3",8,"2.3","23.11.2023",2186,"BE",1.0003842,0.9397798,0.53169733,0.49967843,6,5,6,5,7,9,7,6,6,8,8,9,7,3
"ESS8e02_3",8,"2.3","23.11.2023",2187,"BE",1.0008339,0.77552646,0.53169733,0.41234535,5,7,5,6,8,9,5,4,8,4,8,9,5,7
"ESS8e02_3",8,"2.3","23.11.2023",2188,"BE",1.0008339,0.77629006,0.53169733,0.41275135,6,5,6,7,5,8,6,6,7,8,8,8,4,3
"ESS8e02_3",8,"2.3","23.11.2023",2189,"BE",1.0008339,0.83700293,0.53169733,0.44503224,5,7,5,5,3,8,7,6,8,8,8,8,7,7
"ESS8e02_3",8,"2.3","23.11.2023",2190,"BE",1.0008339,0.77552646,0.53169733,0.41234535,5,5,5,5,3,9,3,3,4,3,9,9,8,8
"ESS8e02_3",8,"2.3","23.11.2023",2191,"BE",1.0008932,0.87291455,0.53169733,0.46412635,7,8,7,7,8,10,6,4,6,8,8,10,9,9
"ESS8e02_3",8,"2.3","23.11.2023",2192,"BE",1.0008932,0.8249985,0.53169733,0.4386495,6,6,5,4,8,8,7,5,5,6,8,8,7,7
"ESS8e02_3",8,"2.3","23.11.2023",2194,"BE",1.0008932,0.8362292,0.53169733,0.44462085,4,5,4,4,5,6,5,5,5,4,5,6,7,6
"ESS8e02_3",8,"2.3","23.11.2023",2195,"BE",1.0008932,1.3158315,0.53169733,0.6996241,1,1,1,0,5,9,4,0,5,9,9,9,10,10
"ESS8e02_3",8,"2.3","23.11.2023",2196,"BE",1.0007311,1.2502186,0.53169733,0.66473794,0,0,0,0,2,4,3,3,0,6,9,7,6,4
"ESS8e02_3",8,"2.3","23.11.2023",2197,"BE",1.0008932,0.872056,0.53169733,0.46366987,5,5,5,5,8,9,9,6,6,9,9,8,9,7
"ESS8e02_3",8,"2.3","23.11.2023",2200,"BE",1.0008932,1.2203859,0.53169733,0.64887595,5,5,5,5,5,8,5,5,5,8,8,8,8,4
"ESS8e02_3",8,"2.3","23.11.2023",2203,"BE",1.0000849,1.0023978,0.53169733,0.5329722,5,5,5,6,3,7,6,6,6,8,10,7,7,5
"ESS8e02_3",8,"2.3","23.11.2023",2204,"BE",1.0007662,0.8728038,0.53169733,0.46406746,6,7,6,7,6,7,7,7,5,8,8,7,2,1
"ESS8e02_3",8,"2.3","23.11.2023",2205,"BE",1.0007662,0.9275129,0.53169733,0.49315614,1,1,1,5,5,8,6,6,9,6,9,8,9,5
"ESS8e02_3",8,"2.3","23.11.2023",2206,"BE",1.0007311,1.2502186,0.53169733,0.66473794,0,5,2,2,8,9,2,1,5,4,6,8,7,6
"ESS8e02_3",8,"2.3","23.11.2023",2207,"BE",1.0000849,1.0078648,0.53169733,0.535879,3,2,3,7,3,7,2,6,4,4,4,9,8,5
"ESS8e02_3",8,"2.3","23.11.2023",2209,"BE",1.0000849,1.1173129,0.53169733,0.5940723,5,4,5,5,3,8,5,6,6,8,8,8,8,4
"ESS8e02_3",8,"2.3","23.11.2023",2210,"BE",1.0000849,1.0046308,0.53169733,0.53415954,6,8,7,6,7,7,6,6,8,5,5,8,9,8
"ESS8e02_3",8,"2.3","23.11.2023",2213,"BE",1.0007311,0.9940258,0.53169733,0.5285209,4,6,4,7,4,7,5,5,8,8,8,7,8,4
"ESS8e02_3",8,"2.3","23.11.2023",2214,"BE",1.0000849,1.4651883,0.53169733,0.7790367,5,5,5,5,7,8,5,3,5,7,7,9,8,7
"ESS8e02_3",8,"2.3","23.11.2023",2216,"BE",1.0007662,0.87194514,0.53169733,0.46361092,2,2,2,2,8,6,4,3,4,6,6,6,10,3
"ESS8e02_3",8,"2.3","23.11.2023",2217,"BE",1.0007662,0.77547395,0.53169733,0.41231743,3,88,2,3,8,9,9,3,1,7,9,9,8,7
"ESS8e02_3",8,"2.3","23.11.2023",2218,"BE",1.000545,1.1239231,0.53169733,0.59758687,5,6,6,5,5,9,5,6,7,3,7,9,3,3
"ESS8e02_3",8,"2.3","23.11.2023",2219,"BE",1.0007662,0.8361226,0.53169733,0.44456413,6,7,6,6,9,8,6,8,8,7,8,8,9,7
"ESS8e02_3",8,"2.3","23.11.2023",2221,"BE",1.0007311,1.0052792,0.53169733,0.53450423,3,4,3,5,5,7,5,5,7,7,8,8,8,5
"ESS8e02_3",8,"2.3","23.11.2023",2222,"BE",1.000545,1.0083284,0.53169733,0.53612554,6,4,8,5,3,3,6,5,6,5,8,5,4,6
"ESS8e02_3",8,"2.3","23.11.2023",2223,"BE",0.99643123,0.8213204,0.53169733,0.43669388,3,2,2,3,4,9,5,6,7,8,10,8,6,7
"ESS8e02_3",8,"2.3","23.11.2023",2225,"BE",1.0026528,1.0878854,0.53169733,0.57842577,3,6,3,6,3,8,4,7,6,6,7,8,6,5
"ESS8e02_3",8,"2.3","23.11.2023",2227,"BE",1.0026528,1.0878854,0.53169733,0.57842577,4,4,4,6,3,7,5,5,6,6,5,7,10,7
"ESS8e02_3",8,"2.3","23.11.2023",2228,"BE",1.0026528,1.2050434,0.53169733,0.6407184,0,0,0,1,5,5,5,5,5,5,5,5,5,5
"ESS8e02_3",8,"2.3","23.11.2023",2229,"BE",1.0000849,1.104805,0.53169733,0.5874219,0,0,0,3,77,77,2,0,5,6,8,7,8,3
"ESS8e02_3",8,"2.3","23.11.2023",2231,"BE",1.0026528,1.2050434,0.53169733,0.6407184,1,1,1,1,5,5,5,5,5,5,5,5,5,5
"ESS8e02_3",8,"2.3","23.11.2023",2232,"BE",1.0000849,0.8883545,0.53169733,0.4723357,2,7,1,7,2,8,4,3,2,8,10,8,8,5
"ESS8e02_3",8,"2.3","23.11.2023",2233,"BE",1.0006281,1.1179197,0.53169733,0.5943949,7,7,6,7,8,9,8,8,7,8,8,9,9,8
"ESS8e02_3",8,"2.3","23.11.2023",2234,"BE",0.9994453,0.8707943,0.53169733,0.46299902,2,3,2,3,1,8,4,1,6,7,7,8,6,8
"ESS8e02_3",8,"2.3","23.11.2023",2235,"BE",0.9994453,1.3318146,0.53169733,0.7081223,7,8,7,7,6,7,7,7,7,9,6,9,4,6
"ESS8e02_3",8,"2.3","23.11.2023",2238,"BE",1.0009946,0.8371375,0.53169733,0.4451038,4,6,4,3,5,8,6,4,6,8,8,8,7,3
"ESS8e02_3",8,"2.3","23.11.2023",2240,"BE",0.9994453,0.8358419,0.53169733,0.4444149,6,6,6,6,3,8,6,4,7,7,6,8,8,8
"ESS8e02_3",8,"2.3","23.11.2023",2242,"BE",0.9994453,0.7640494,0.53169733,0.40624303,6,7,6,5,6,7,4,5,6,6,7,7,8,6
"ESS8e02_3",8,"2.3","23.11.2023",2243,"BE",1.0009946,0.82508194,0.53169733,0.43869388,6,6,6,6,5,8,5,6,6,7,7,7,8,6
"ESS8e02_3",8,"2.3","23.11.2023",2244,"BE",0.9994453,0.85909915,0.53169733,0.45678073,4,5,4,6,6,8,7,5,7,6,8,8,7,4
"ESS8e02_3",8,"2.3","23.11.2023",2245,"BE",0.9994453,0.9262885,0.53169733,0.4925051,6,3,4,6,5,7,5,6,7,8,8,6,7,2
"ESS8e02_3",8,"2.3","23.11.2023",2249,"BE",1.0026528,1.2050434,0.53169733,0.6407184,0,0,0,0,4,4,4,5,5,5,5,5,5,6
"ESS8e02_3",8,"2.3","23.11.2023",2251,"BE",0.9994453,0.82380456,0.53169733,0.4380147,4,6,4,5,5,8,4,4,7,9,8,8,6,6
"ESS8e02_3",8,"2.3","23.11.2023",2252,"BE",0.9994453,0.8350196,0.53169733,0.44397768,6,7,6,6,7,8,6,6,6,7,8,8,5,5
"ESS8e02_3",8,"2.3","23.11.2023",2253,"BE",1.0009946,0.76523376,0.53169733,0.40687275,2,1,4,2,8,6,8,6,6,8,8,8,2,2
"ESS8e02_3",8,"2.3","23.11.2023",2255,"BE",0.9983673,0.8832721,0.53169733,0.46963343,1,1,1,1,5,5,0,1,0,6,6,5,0,0
"ESS8e02_3",8,"2.3","23.11.2023",2256,"BE",1.0122589,0.83436656,0.53169733,0.4436305,4,7,5,3,7,9,7,6,6,8,8,9,7,8
"ESS8e02_3",8,"2.3","23.11.2023",2257,"BE",0.9983673,0.8832721,0.53169733,0.46963343,5,5,4,5,5,7,5,5,4,3,6,7,6,5
"ESS8e02_3",8,"2.3","23.11.2023",2259,"BE",1.0009946,0.7756508,0.53169733,0.41241145,2,5,2,3,4,8,3,1,3,7,8,7,7,6
"ESS8e02_3",8,"2.3","23.11.2023",2260,"BE",1.0009946,0.7756508,0.53169733,0.41241145,7,7,5,6,8,9,8,6,7,8,9,9,8,7
"ESS8e02_3",8,"2.3","23.11.2023",2263,"BE",1.000834,0.83700293,0.53169733,0.44503224,5,7,5,6,7,8,7,6,3,7,8,8,5,6
"ESS8e02_3",8,"2.3","23.11.2023",2264,"BE",1.0001813,0.764612,0.53169733,0.40654218,6,3,5,6,8,8,7,6,7,7,9,8,6,6
"ESS8e02_3",8,"2.3","23.11.2023",2266,"BE",1.0009946,0.9403537,0.53169733,0.49998355,6,6,6,5,8,9,8,6,6,8,8,8,9,8
"ESS8e02_3",8,"2.3","23.11.2023",2267,"BE",1.000834,1.2381444,0.53169733,0.6583181,6,5,6,4,7,8,5,7,5,7,8,8,9,9
"ESS8e02_3",8,"2.3","23.11.2023",2268,"BE",1.001051,1.2384129,0.53169733,0.6584608,7,6,8,8,0,10,6,7,8,6,8,10,7,4
"ESS8e02_3",8,"2.3","23.11.2023",2269,"BE",1.0014292,0.94076204,0.53169733,0.5002007,3,3,5,4,5,8,6,6,7,7,7,9,8,3
"ESS8e02_3",8,"2.3","23.11.2023",2270,"BE",1.0122589,0.7843794,0.53169733,0.41705245,4,7,5,5,7,9,6,7,8,7,8,9,8,6
"ESS8e02_3",8,"2.3","23.11.2023",2272,"BE",1.0012658,0.8723802,0.53169733,0.4638422,3,3,3,3,5,8,4,4,5,6,7,8,7,4
"ESS8e02_3",8,"2.3","23.11.2023",2273,"BE",1.0122589,0.87011373,0.53169733,0.46263716,6,7,3,7,7,9,8,6,8,8,9,9,9,8
"ESS8e02_3",8,"2.3","23.11.2023",2274,"BE",1.0012658,0.837364,0.53169733,0.44522423,6,7,6,7,3,8,7,6,8,5,6,7,6,7
"ESS8e02_3",8,"2.3","23.11.2023",2275,"BE",1.0122589,0.845725,0.53169733,0.44966972,4,5,2,5,5,7,8,8,8,6,8,7,6,7
"ESS8e02_3",8,"2.3","23.11.2023",2277,"BE",1.0122589,1.2342441,0.53169733,0.6562443,0,0,0,0,2,10,0,5,0,8,0,10,0,0
"ESS8e02_3",8,"2.3","23.11.2023",2279,"BE",0.9997113,0.8710262,0.53169733,0.4631223,2,0,2,2,5,7,3,3,0,5,7,5,5,0
