"name","essround","edition","proddate","idno","cntry","trstprl","trstplt","trstprt","trstep","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","happy","dweight","pspwght","pweight"
"ESS3e03_7",3,"3.7","01.12.2018",22903,"BE",8,0,0,9,6,9,7,6,4,8,9,9,1,0.85395163,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",22905,"BE",2,6,5,10,2,9,9,7,9,6,8,10,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",22906,"BE",5,6,6,6,2,8,5,6,4,7,8,8,1,1.1428268,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",22908,"BE",5,4,2,7,2,9,8,6,5,5,8,9,1,0.85908645,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23001,"BE",8,6,6,8,5,9,7,6,8,8,8,9,1,0.86158454,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23002,"BE",5,0,2,0,5,8,7,8,8,7,6,8,1,1.040941,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23004,"BE",6,4,4,6,5,9,6,7,7,8,8,9,1,0.85908645,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23009,"BE",7,7,7,7,7,9,7,7,8,8,9,8,1,0.86158454,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23101,"BE",0,0,0,0,5,0,1,0,5,6,6,0,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23103,"BE",3,4,5,5,5,7,4,5,5,7,5,7,1,0.85048836,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23104,"BE",8,8,8,7,3,8,6,5,7,9,9,9,1,0.789491,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23106,"BE",8,7,7,5,2,9,9,7,9,8,10,8,1,0.85395163,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23109,"BE",5,6,6,5,4,1,5,4,4,6,8,4,1,1.040941,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23201,"BE",4,4,4,5,5,4,6,3,7,7,9,5,1,0.85048836,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23203,"BE",6,2,2,2,3,7,7,4,5,8,9,9,1,0.8580903,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23205,"BE",4,4,4,4,3,8,6,4,3,7,6,8,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23207,"BE",8,6,6,8,7,8,7,7,5,8,9,9,1,0.8667652,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23208,"BE",5,8,7,6,5,10,8,8,6,9,8,10,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23209,"BE",0,0,0,0,5,8,6,5,5,7,6,8,1,0.7862891,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23306,"BE",5,3,5,4,5,7,5,5,3,6,8,7,1,0.85048836,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23307,"BE",5,7,7,3,2,7,3,5,7,9,6,8,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23309,"BE",5,6,6,5,3,8,8,5,8,8,8,8,1,0.8556023,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23401,"BE",4,4,3,6,3,8,7,3,7,8,7,9,1,0.8580903,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23402,"BE",6,4,5,5,8,7,6,6,6,8,8,8,1,0.8556023,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23405,"BE",4,4,3,4,8,4,3,4,5,6,6,6,1,0.85048836,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23406,"BE",5,4,3,5,5,8,7,4,7,8,8,9,1,0.8667652,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",23409,"BE",5,3,5,7,4,3,4,1,0,8,0,6,1,0.7862891,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",26101,"BE",6,6,6,6,6,9,6,5,5,8,8,9,1,0.8580903,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",26102,"BE",7,5,5,7,4,6,5,4,6,5,7,7,1,0.86158454,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",26104,"BE",5,3,3,5,5,8,6,3,3,2,5,9,1,0.86324996,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",26105,"BE",5,5,5,5,7,9,6,5,5,8,9,9,1,1.1359961,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",26106,"BE",2,1,0,1,5,5,0,0,5,5,4,5,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",26107,"BE",5,4,5,5,3,8,5,6,7,8,6,8,1,0.85908645,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",26108,"BE",5,5,5,5,8,7,7,7,7,8,8,9,1,0.7862891,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",26109,"BE",6,4,5,7,3,7,3,5,5,6,8,8,1,0.8667652,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",26202,"BE",5,5,5,6,5,7,6,7,7,8,9,5,1,0.7862891,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",26204,"BE",88,1,1,7,88,10,6,5,4,6,9,8,1,0.86324996,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",26206,"BE",0,0,0,0,5,5,7,0,0,4,7,5,1,1.1259322,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",26207,"BE",4,5,4,5,6,8,5,6,7,8,7,8,1,0.85395163,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",26209,"BE",7,4,5,6,2,6,7,7,6,4,7,7,1,1.1327025,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30101,"BE",5,0,0,0,5,8,6,5,6,5,8,8,1,1.4961874,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30107,"BE",5,3,5,6,3,8,7,7,6,5,8,8,1,1.258514,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30108,"BE",8,5,6,8,3,8,7,9,6,8,8,9,1,4,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30109,"BE",7,5,5,8,6,8,7,6,4,5,8,7,1,1.4961874,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30204,"BE",5,5,5,6,3,7,6,6,7,6,8,7,1,1.258514,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30207,"BE",7,6,6,7,5,8,6,6,7,5,7,7,1,2.1708736,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30308,"BE",4,0,0,3,0,9,4,5,3,0,8,8,1,1.1754749,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30401,"BE",0,0,0,1,77,5,3,1,1,2,7,4,1,4,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30402,"BE",7,6,6,7,6,8,6,5,5,4,6,8,1,1.1754749,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30404,"BE",88,4,4,5,3,9,7,6,5,7,8,9,1,1.0834621,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30407,"BE",8,7,8,8,2,2,7,7,8,8,9,8,1,1.2880764,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30409,"BE",3,5,4,5,2,2,3,3,5,5,5,3,1,1.4961874,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30501,"BE",88,5,2,88,7,8,6,7,5,7,3,8,1,0.9887476,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30503,"BE",6,3,3,4,3,6,5,0,3,3,7,7,1,1.2880764,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30508,"BE",5,2,2,88,8,2,3,3,7,3,7,2,1,1.554804,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30603,"BE",5,4,4,3,6,7,7,5,6,3,6,8,1,1.8484323,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30606,"BE",7,6,8,8,7,6,6,6,8,7,8,7,1,1.9790112,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30704,"BE",6,7,7,7,3,3,6,6,6,6,10,6,1,1.0834621,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30708,"BE",5,3,3,5,3,6,5,5,6,6,7,7,1,1.4961874,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30803,"BE",8,4,3,8,7,7,7,7,7,88,9,7,1,1.9790112,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30804,"BE",7,4,4,7,4,7,6,5,7,7,8,7,1,1.0834621,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30807,"BE",7,5,6,8,5,7,7,5,7,6,8,7,1,1.0834621,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30903,"BE",4,0,5,7,3,8,4,7,6,7,9,7,1,1.4961874,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30907,"BE",6,6,6,88,1,7,6,7,8,6,7,7,1,1.6395108,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",30909,"BE",6,6,3,8,7,10,6,7,7,6,7,9,1,2.3788266,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31001,"BE",7,7,7,6,2,2,3,4,6,8,9,6,1,1.8484323,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31002,"BE",7,8,8,9,8,8,7,7,8,7,8,8,1,1.6395108,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31003,"BE",3,5,5,5,3,1,3,5,5,5,8,3,1,2.1708736,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31004,"BE",4,0,0,3,7,8,3,3,6,1,2,8,1,1.2880764,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31102,"BE",8,4,3,8,3,7,4,6,7,6,8,7,1,1.8484323,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31109,"BE",5,3,1,6,6,7,6,6,5,4,7,7,1,1.0834621,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31201,"BE",7,5,6,6,8,7,5,6,8,9,8,7,1,2.3527522,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31203,"BE",8,5,5,7,8,7,7,7,7,88,8,6,1,1.9790112,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31206,"BE",0,0,0,5,5,4,5,5,3,5,5,5,1,2.3788266,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31209,"BE",0,0,0,0,0,5,5,5,5,2,5,6,1,1.9790112,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31301,"BE",5,4,5,5,2,8,6,5,4,7,7,8,1,2.1708736,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31303,"BE",5,4,4,5,5,5,5,5,5,6,6,5,1,2.1708736,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31304,"BE",6,5,6,8,3,8,6,6,8,6,8,9,1,1.4961874,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31306,"BE",6,4,4,6,5,6,6,3,7,6,7,7,1,1.0834621,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31308,"BE",5,5,8,5,1,5,5,5,10,0,10,5,1,2.3788266,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31401,"BE",6,7,7,8,3,7,88,7,88,7,8,8,1,2.580848,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31406,"BE",6,4,4,6,5,7,4,6,8,7,7,7,1,1.3790702,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31506,"BE",6,6,6,6,5,7,6,4,5,7,7,7,1,1.4961874,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31605,"BE",4,5,4,7,8,7,5,6,6,4,7,8,1,2.580848,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31608,"BE",1,2,0,8,5,0,5,0,5,8,5,3,1,2.1708736,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31609,"BE",6,0,0,1,5,9,0,0,0,0,8,10,1,1.6395108,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31701,"BE",4,5,3,6,2,8,7,7,6,5,8,8,1,1.1754749,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31707,"BE",6,6,7,7,3,8,88,5,4,6,8,7,1,0.9887476,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31804,"BE",6,7,7,8,1,7,4,6,8,7,8,7,1,2.1708736,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31805,"BE",5,6,6,4,2,5,6,3,5,3,6,4,1,1.2880764,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31806,"BE",5,3,6,7,5,9,3,2,7,8,8,9,1,1.0834621,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31807,"BE",7,6,6,5,5,88,7,6,8,7,9,8,1,1.2880764,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31808,"BE",0,0,0,0,88,6,0,2,0,0,2,10,1,1.4961874,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31907,"BE",5,5,5,5,5,7,4,5,4,4,4,7,1,1.0834621,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",31909,"BE",10,10,6,6,3,4,4,5,4,5,6,8,1,1.258514,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32001,"BE",3,4,0,7,7,4,3,5,7,4,7,10,1,1.8484323,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32007,"BE",5,5,4,6,6,7,6,6,6,6,8,7,1,1.0834621,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32009,"BE",5,0,2,5,3,3,5,5,8,1,9,5,1,1.0834621,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32102,"BE",3,2,2,2,5,8,5,8,0,7,6,8,1,1.554804,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32104,"BE",2,0,0,2,2,9,5,3,5,5,9,9,1,1.9790112,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32105,"BE",5,3,2,4,10,8,5,2,1,1,6,7,1,1.3790702,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32108,"BE",5,6,6,7,6,7,5,4,6,6,7,7,1,1.1754749,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32109,"BE",5,5,5,5,5,5,4,4,3,2,5,7,1,2.580848,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32201,"BE",3,2,2,4,3,5,2,6,6,3,5,5,1,3.4136949,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32202,"BE",8,7,4,9,4,9,7,8,9,5,7,7,1,1.0834621,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32207,"BE",4,4,7,3,5,9,8,6,10,8,10,9,1,2.1708736,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32209,"BE",4,3,4,4,3,7,6,4,5,4,3,2,1,1.6395108,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32303,"BE",8,5,5,8,5,7,8,7,5,7,7,7,1,1.2880764,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32306,"BE",3,3,4,4,3,4,4,5,4,5,5,9,1,3.4136949,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32307,"BE",3,3,2,8,3,5,5,4,5,4,4,8,1,1.2880764,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32402,"BE",8,5,5,88,88,9,8,6,7,6,5,7,1,2.8280735,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32404,"BE",2,4,4,2,3,10,5,6,5,7,5,9,1,1.258514,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32407,"BE",0,2,2,2,3,2,2,3,3,2,3,3,1,2.580848,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32409,"BE",6,6,5,8,5,6,6,5,6,4,7,7,1,1.4961874,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32501,"BE",5,2,3,4,5,4,5,7,8,5,7,5,1,2.3788266,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32604,"BE",3,0,3,88,77,77,3,77,4,3,4,5,1,3.4136949,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32609,"BE",6,4,4,4,1,8,7,5,6,7,8,8,1,2.580848,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32709,"BE",9,4,7,88,88,5,5,3,5,5,3,5,1,2.1708736,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32804,"BE",4,0,7,9,4,4,7,8,10,0,10,7,1,2.3788266,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32809,"BE",4,6,7,4,0,9,6,8,7,5,8,8,1,1.0834621,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32903,"BE",88,5,6,6,5,7,6,88,7,7,9,8,1,1.3790702,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32904,"BE",7,4,4,7,5,8,6,5,8,7,8,8,1,0.9887476,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32906,"BE",3,2,2,4,6,5,4,3,3,3,3,5,1,1.554804,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",32907,"BE",6,6,7,88,7,6,7,6,6,2,5,6,1,1.9790112,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",33002,"BE",7,6,6,7,1,7,7,6,7,6,7,8,1,1.0834621,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",33008,"BE",3,3,1,5,6,1,1,1,7,0,5,2,1,0.9887476,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",33009,"BE",7,6,7,88,6,8,7,8,9,9,10,8,1,1.2880764,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",33101,"BE",7,4,2,7,8,8,3,4,6,8,9,8,1,1.1754749,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",33102,"BE",5,5,3,3,9,9,1,6,1,2,7,8,1,1.2880764,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",33103,"BE",8,2,2,8,6,8,7,8,9,8,8,8,1,2.580848,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",33104,"BE",6,4,4,7,6,8,7,7,7,9,9,8,1,1.3790702,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",33106,"BE",7,6,6,8,8,7,6,6,9,2,9,7,1,1.2880764,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",33202,"BE",6,8,4,7,6,7,8,7,7,6,8,7,1,3.4136949,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",33205,"BE",7,3,3,7,5,6,6,5,7,6,8,7,1,1.2880764,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",36103,"BE",4,3,2,5,3,4,7,7,8,9,8,4,1,1.3790702,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",36206,"BE",3,0,0,3,7,9,6,7,4,7,8,9,1,1.8484323,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",36208,"BE",9,8,8,7,7,9,9,8,8,8,9,7,1,1.8484323,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40102,"BE",5,3,3,3,5,8,4,8,5,5,5,8,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40103,"BE",5,2,3,2,5,9,5,5,5,5,7,9,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40106,"BE",5,4,5,5,5,8,6,6,4,5,2,2,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40107,"BE",5,4,5,5,5,7,6,5,7,7,6,7,1,0.7862891,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40108,"BE",6,5,5,4,5,9,7,5,6,7,7,7,1,0.8556023,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40109,"BE",8,5,5,5,5,0,4,4,3,8,5,0,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40202,"BE",6,5,5,6,9,9,7,7,8,8,7,9,1,1.1428268,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40207,"BE",5,6,6,6,5,9,7,6,7,8,8,9,1,0.8556023,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40209,"BE",88,5,4,88,88,5,5,5,5,88,7,4,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40301,"BE",7,7,7,7,2,8,8,7,7,7,7,8,1,0.8667652,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40302,"BE",7,5,5,5,6,8,7,5,5,7,7,8,1,0.85048836,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40303,"BE",7,6,7,8,6,6,8,5,7,8,5,8,1,0.85048836,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40305,"BE",5,5,6,5,8,8,6,6,7,8,8,8,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40306,"BE",5,5,6,3,8,10,6,5,3,8,9,10,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40308,"BE",5,4,5,5,5,7,3,4,4,7,5,8,1,0.86324996,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40401,"BE",7,7,7,7,0,8,7,7,7,8,10,8,1,0.85908645,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40402,"BE",5,0,0,5,88,8,7,5,5,8,9,8,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40404,"BE",1,0,0,0,5,10,7,7,9,8,9,10,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40405,"BE",5,6,6,7,5,8,7,6,6,8,7,7,1,0.86158454,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40406,"BE",6,7,6,7,6,8,6,6,4,4,5,8,1,0.8580903,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40407,"BE",6,5,5,5,3,8,5,6,5,8,8,8,1,0.86158454,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40502,"BE",5,6,5,6,3,10,5,5,6,8,7,10,1,0.8667652,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40508,"BE",6,7,5,5,5,8,6,5,5,7,8,9,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40601,"BE",5,7,7,7,5,8,8,8,7,6,8,8,1,0.7933172,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40604,"BE",6,7,6,7,5,4,5,5,5,5,8,3,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40605,"BE",5,3,5,5,7,8,8,8,3,8,8,8,1,0.8580903,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40606,"BE",6,5,5,7,3,9,7,7,7,8,8,8,1,0.8667652,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40607,"BE",0,0,0,0,5,10,3,3,2,10,10,10,1,1.1359961,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40608,"BE",3,4,6,7,2,9,9,4,4,7,9,9,1,0.85395163,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40609,"BE",5,5,4,6,5,7,4,4,3,6,7,7,1,1.040941,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40703,"BE",3,2,3,5,4,7,4,3,2,3,6,8,1,0.8556023,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40704,"BE",7,5,5,7,5,9,5,7,7,7,8,8,1,0.8667652,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40707,"BE",4,1,1,7,4,7,4,3,7,9,9,6,1,0.7965477,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40803,"BE",8,7,6,7,5,7,7,5,7,8,9,8,1,0.85048836,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40806,"BE",7,7,3,5,8,9,7,4,5,7,9,9,1,0.86158454,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40807,"BE",0,1,0,3,5,9,4,3,4,8,8,9,1,0.8580903,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40808,"BE",6,7,7,7,7,10,8,4,7,8,8,9,1,0.85048836,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40809,"BE",6,5,4,6,6,8,6,5,7,8,8,8,1,0.8556023,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40901,"BE",6,6,6,7,2,8,7,5,7,7,8,8,1,0.8667652,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40902,"BE",3,3,3,5,6,10,5,5,5,8,8,9,1,0.86324996,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40904,"BE",6,5,5,7,5,7,4,2,3,6,7,8,1,0.85908645,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40905,"BE",1,2,0,0,5,3,3,2,5,4,7,4,1,0.7862891,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40906,"BE",3,3,3,3,5,8,6,3,4,8,7,7,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40907,"BE",7,7,7,7,4,8,5,5,7,8,8,8,1,0.8667652,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40908,"BE",7,7,6,5,8,7,7,6,7,9,9,7,1,0.7862891,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",40909,"BE",7,7,7,6,7,9,8,8,9,7,7,9,1,0.85908645,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41002,"BE",3,4,4,5,2,6,7,8,8,9,9,5,1,1.1359961,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41003,"BE",7,7,7,7,2,9,8,8,8,8,9,9,1,1.0502453,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41004,"BE",4,3,3,7,2,10,6,6,6,5,5,10,1,0.85908645,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41007,"BE",3,2,2,2,5,8,7,5,7,7,7,8,1,0.8556023,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41008,"BE",7,5,5,7,4,7,6,3,7,8,8,7,1,0.85908645,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41009,"BE",5,6,3,9,4,10,8,6,5,9,8,10,1,1.1428268,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41101,"BE",7,6,6,7,5,8,7,7,7,7,7,8,1,1.1428268,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41102,"BE",1,1,1,1,7,8,6,5,4,7,8,7,1,0.85048836,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41103,"BE",7,7,6,7,4,8,7,8,7,6,8,8,1,0.85908645,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41105,"BE",0,2,1,4,7,2,0,0,0,5,1,1,1,1.1327025,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41106,"BE",5,5,6,7,5,8,4,5,7,6,8,8,1,0.86324996,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41107,"BE",5,2,7,5,8,8,7,8,6,8,10,9,1,0.7933172,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41108,"BE",8,7,7,8,6,9,5,5,8,8,9,9,1,0.86158454,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41109,"BE",7,6,6,6,4,9,7,6,6,6,6,9,1,0.8580903,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41201,"BE",6,6,6,6,4,8,6,6,7,8,7,8,1,1.1428268,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41202,"BE",6,5,5,6,4,8,7,6,6,7,8,8,1,0.8667652,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41204,"BE",4,4,4,4,5,7,7,3,4,8,7,7,1,0.85048836,0.4847208
"ESS3e03_7",3,"3.7","01.12.2018",41205,"BE",5,3,2,4,5,7,8,8,6,8,8,6,1,1.1259322,0.4847208
